model,task_id,scene,instruction,wm_success,baseline_success,wm_status,wm_fail_reason,wm_steps,wm_total_tokens
kimivl-a3b,ai2thor05527,FloorPlan319,"I'm the MVP of the basketball league. Next to a painting on my bookshelf is my MVP trophy; I want to place it on the dresser , then pick up the basketball and work out",0,0,failed_model,Model determined task cannot be completed or refused to continue,10,73772
kimivl-a3b,ai2thor05528,FloorPlan219,I'd like to work and watch TV at the same time. Could you please help me turn on the laptop and then the TV?,0,0,failed_model,Model determined task cannot be completed or refused to continue,7,54642
kimivl-a3b,ai2thor05529,FloorPlan219,I'd like to work at the other desk. Please take the tissues next to the laptop and put them beside the newspaper on that desk,0,0,failed_model,Model claimed DONE but success conditions not met,11,83603
kimivl-a3b,ai2thor05530,FloorPlan220,I'm cleaning the room right now—please close the paper box and then pick it up for me,1,0,success,,3,12770
kimivl-a3b,ai2thor05531,FloorPlan220,"It's a bright and sunny afternoon; I'm going to turn off the wall light in the room, switch on the TV, and enjoy the rest of the day",0,0,failed_model,Reached maximum step limit (26 steps),26,354805
kimivl-a3b,ai2thor05532,FloorPlan220,"I'm taking out the trash, and the glove sculpture in front of me is something I really dislike—please pick it up, walk over to the trash can, and smash it",0,0,failed_model,Model claimed DONE but success conditions not met,11,97166
kimivl-a3b,ai2thor05522,FloorPlan316,"I'm going to start working seriously. Please turn on the desktop computer and the laptop on the desk, then fill the bowl with water",0,0,failed_model,Model determined task cannot be completed or refused to continue,18,218756
kimivl-a3b,ai2thor05533,FloorPlan220,"The sunlight is so bright today—there's no need for the big wall light in the room, so go ahead and switch it off. Just turn on the floor lamp next to the sofa instead.",0,0,failed_model,Model claimed DONE but success conditions not met,14,128704
kimivl-a3b,ai2thor05534,FloorPlan220,"I'm going to walk out for a bit—I don't want to leave the door open, so please pick up the key chain and turn off the light",0,0,failed_model,Reached maximum step limit (26 steps),26,377255
kimivl-a3b,ai2thor05535,FloorPlan201,"I'm the housekeeper of this room, and I need to keep it tidy every day. I'd like to water the flowers by the door first, then clear the plates from the dinner table.",0,0,failed_model,Reached maximum step limit (20 steps),20,233194
kimivl-a3b,ai2thor05537,FloorPlan201,I've finished dinner and feel like reading the paper—please pick up the newspaper and set it right next to the bowl on the coffee table so I can relax and read.,0,0,failed_model,Model determined task cannot be completed or refused to continue,6,34751
kimivl-a3b,ai2thor05536,FloorPlan201,I'm about to have dinner—please take the bowl from the coffee table and bring it to the dinner table,0,0,failed_model,Reached maximum step limit (24 steps),24,323432
kimivl-a3b,ai2thor05539,FloorPlan202,Please pick up the book on the TV stand—the one that seems to be about deep learning—and place it on the sofa; I'll come study it in a bit,0,0,failed_model,Model claimed DONE but success conditions not met,5,26241
kimivl-a3b,ai2thor05538,FloorPlan202,I'm going to the gym and need to put my watch in the box—please pick up the watch and place it in the box,0,0,failed_model,Reached maximum step limit (22 steps),22,282597
kimivl-a3b,ai2thor05541,FloorPlan203,"I’ve finished dinner and feel like scrolling on my phone for a bit—please pick it up from the dining table, turn it on, and set it on the coffee table so I can relax with a full stomach",0,0,failed_model,Model claimed DONE but success conditions not met,6,34012
kimivl-a3b,ai2thor05540,FloorPlan202,I'm getting ready to head out—please water the potted plant on the table and then turn off the wall light.,0,0,failed_model,Reached maximum step limit (22 steps),22,282101
kimivl-a3b,ai2thor05542,FloorPlan429,I'm cleaning the bathroom right now—I'm throwing the rag into the trash can,0,0,failed_model,Reached maximum step limit (20 steps),20,230298
kimivl-a3b,ai2thor05545,FloorPlan429,"I want to wash my face—please pick up the soap bottle, turn on the faucet, and then put it back on the side table where it was.",0,1,failed_model,Model claimed DONE but success conditions not met,2,7848
kimivl-a3b,ai2thor05524,FloorPlan316,I'm ready to work now; the desk lamp is already on. Please turn off the wall light and open the book,0,0,failed_model,Model claimed DONE but success conditions not met,3,16739
kimivl-a3b,ai2thor05546,FloorPlan428,"I'm going to take a shower—open the shower door, step inside, turn on the faucet",0,0,failed_model,Model claimed DONE but success conditions not met,2,8947
kimivl-a3b,ai2thor05549,FloorPlan427,I want to wash my face—could you turn on the faucet for me?,0,0,failed_model,Step 0 parse failed after 3 retries: Unknown action: TurnOnObject,0,10377
kimivl-a3b,ai2thor05547,FloorPlan428,I've finished my shower. Please open the bathroom door for me and turn off the lights. Thank you.,0,0,failed_model,Model determined task cannot be completed or refused to continue,5,26734
kimivl-a3b,ai2thor05550,FloorPlan426,I need to use the toilet. Could you lift the seat for me? Thanks.,0,0,failed_model,Model claimed DONE but success conditions not met,3,20242
kimivl-a3b,ai2thor05551,FloorPlan425,I'm in a hurry to use the toilet—could you take the paper towel from the sink counter and place it on the toilet for me?,0,0,failed_model,Model claimed DONE but success conditions not met,2,8815
kimivl-a3b,ai2thor05548,FloorPlan427,"I'm about to hop in the shower. Could you grab the soap, drop it on the tub, and pull the curtain open for me?",0,0,failed_model,Model claimed DONE but success conditions not met,12,120605
kimivl-a3b,ai2thor05553,FloorPlan423,I want to clean the shower glass—please grab the spray bottle,1,1,success,,3,13055
kimivl-a3b,ai2thor05554,FloorPlan422,I've finished using the toilet and washing my hands—please take a hand towel from the hand-towel holder so I can dry them.,1,0,success,,2,7820
kimivl-a3b,ai2thor05543,FloorPlan429,I need to use the toilet—please lift the lid and then put the toilet paper into the toilet paper hanger.,0,0,failed_model,Model claimed DONE but success conditions not met,22,370526
kimivl-a3b,ai2thor05558,FloorPlan212,I need to go to the bank—could you find my credit card and hand it to me if you locate it?,1,0,success,,2,7815
kimivl-a3b,ai2thor05557,FloorPlan212,"I'm about to start work—please fill the kettle with coffee, then pick it up and place it on the coffee table.",0,0,failed_model,Reached maximum step limit (16 steps),16,157958
kimivl-a3b,ai2thor05556,FloorPlan212,I feel like going out for a walk—could you hand me my boots?,0,0,failed_model,Reached maximum step limit (12 steps),12,111458
kimivl-a3b,ai2thor05555,FloorPlan402,I'm about to start my bath—please pick up the candle next to the bathtub and place it on the countertop to keep water from splashing onto it.,0,0,failed_model,Reached maximum step limit (18 steps),18,213863
kimivl-a3b,ai2thor05559,FloorPlan213,"I am heading out to work. Could you do me a quick favor? Grab my watch from the side table and set it on the dresser, then bring my laptop along so I do not forget it.",0,0,failed_model,Reached maximum step limit (22 steps),22,287626
kimivl-a3b,ai2thor05560,FloorPlan214,"Please find the vase that’s sitting on the shelf, pick it up, and set it on the side table next to the sofa.",0,0,failed_model,Reached maximum step limit (22 steps),22,277909
kimivl-a3b,ai2thor05563,FloorPlan206,I'm looking for the remote. Could you look for the remote on the dresser and then set it on the coffee table in front of the TV?,0,0,failed_model,Model claimed DONE but success conditions not met,3,13057
kimivl-a3b,ai2thor05562,FloorPlan205,I'm tidying up—please put the watch and credit card from the table into the box,0,0,failed_model,Reached maximum step limit (18 steps),18,210970
kimivl-a3b,ai2thor05561,FloorPlan215,"I’m ready to really kick back and watch some TV. Could you grab the kettle, fill it up, and set it on the coffee table? Then switch the TV on for me. Nothing beats sipping water while I binge my show.",0,0,failed_model,Reached maximum step limit (32 steps),32,510334
kimivl-a3b,ai2thor05565,FloorPlan218,Could you grab my phone from the dining table and bring it to the sofa? I'm feeling a bit lazy and don't want to get up.,0,0,failed_model,Model determined task cannot be completed or refused to continue,11,85500
kimivl-a3b,ai2thor05552,FloorPlan424,I am done with the big clean. My rag is really dirty. Could you toss it in the trash for me?,0,0,failed_model,Model claimed DONE but success conditions not met,8,53235
kimivl-a3b,ai2thor05564,FloorPlan208,"I'm getting sleepy—could you turn off all the lights in the room for me, including the one over the dining table and the floor lamp? Thanks.",0,0,failed_model,Model claimed DONE but success conditions not met,5,26065
kimivl-a3b,ai2thor05566,FloorPlan218,"I'd like some wine with dinner—please find my watering can, fill it with wine, and place it on the dining table",0,0,failed_model,Model claimed DONE but success conditions not met,3,12931
kimivl-a3b,ai2thor05568,FloorPlan401,"Can you find my dish sponge? If you do, please put it in the sink—I want to wash the dishes",0,0,failed_model,Model determined task cannot be completed or refused to continue,5,25874
kimivl-a3b,ai2thor05567,FloorPlan218,Could you please take my phone from the dining table and put it on the chair? I left it there after finishing my meal.,0,0,failed_model,Model claimed DONE but success conditions not met,6,33854
kimivl-a3b,ai2thor05573,FloorPlan409,I don't need this rag anymore. Please throw it in the trash.,0,0,failed_model,Model claimed DONE but success conditions not met,7,43215
kimivl-a3b,ai2thor05571,FloorPlan412,I left the cloth on the counter. Could you take it to the side table by the sink?,0,0,failed_model,Model claimed DONE but success conditions not met,20,230881
kimivl-a3b,ai2thor05570,FloorPlan412,"I'm going to step into the shower—please open the door for me, turn on the faucet, and hand me the towel for drying off",0,0,failed_model,Model claimed DONE but success conditions not met,28,455177
kimivl-a3b,ai2thor05572,FloorPlan430,We are out of paper by the sink. Could you move the tissues from the counter top to the side table next to it?,0,0,failed_model,Model determined task cannot be completed or refused to continue,2,7988
kimivl-a3b,ai2thor05576,FloorPlan418,This bar of soap is no longer useful. I'd like to throw it in the trash can next to the toilet,0,0,failed_model,Model claimed DONE but success conditions not met,5,30260
kimivl-a3b,ai2thor05575,FloorPlan417,My soap bottle is empty. Could you throw it in the trash for me?,0,0,failed_model,Reached maximum step limit (28 steps),28,423678
kimivl-a3b,ai2thor05580,FloorPlan402,I think I left my towel in the shower. Would you mind opening the shower door and stepping in to get it for me?,0,0,failed_model,Model claimed DONE but success conditions not met,3,12968
kimivl-a3b,ai2thor05578,FloorPlan418,Can you get the faucet running and grab the toilet paper? I'll use it when I'm done washing up.,1,0,success,,5,56684
kimivl-a3b,ai2thor05579,FloorPlan415,"I'm feeling chilly after my shower. First, could you get the candle from under the counter and place it up top? Then, go ahead and light it, please",0,0,failed_model,Reached maximum step limit (16 steps),16,163100
kimivl-a3b,ai2thor06000,FloorPlan301,I'm getting ready to draw. Could you take a pencil from the drawer next to the bed and place the pencil on the desk for me?,0,0,failed_model,Model claimed DONE but success conditions not met,8,70904
kimivl-a3b,ai2thor05577,FloorPlan418,"I accidentally threw the paper into the trash can next to the toilet. Could you go over, take it out, and place it on the counter top for me?",0,0,failed_model,Model determined task cannot be completed or refused to continue,18,272774
qwen3vl-30b,ai2thor02436,FloorPlan301,"I want to work for a while now, please open my laptop for me.",0,0,failed_model,Model claimed DONE but success conditions not met,1,3274
qwen3vl-30b,ai2thor03001,FloorPlan11,"I'm hungry, so I want to slice all the vegetables in front of me.",0,1,failed_model,Reached maximum step limit (14 steps),14,105809
qwen3vl-30b,ai2thor02437,FloorPlan302,"I want to rest for a while, please turn off the desk lamp for me.",0,0,failed_model,Model claimed DONE but success conditions not met,2,7214
qwen3vl-30b,ai2thor02763,FloorPlan22,I want to check if the tomato is rotten. Please pick up this tomato for me.,0,0,failed_model,Model claimed DONE but success conditions not met,4,17044
qwen3vl-30b,ai2thor03000,FloorPlan11,I'm hungry and want to take the egg out of the refrigerator and put it in the pot on the left front side. Remember to close the refrigerator door afterwards.,0,0,failed_model,Model claimed DONE but success conditions not met,16,127093
qwen3vl-30b,ai2thor03002,FloorPlan11,"I'm hungry, so I want to put a slice of bread into the toaster that's already turned on.",0,0,failed_model,Reached maximum step limit (34 steps),34,448919
qwen3vl-30b,ai2thor03003,FloorPlan11,"I need to tidy up now. I need to put the apple on the right into the refrigerator, and remember to close the refrigerator door.",0,0,failed_model,Reached maximum step limit (32 steps),32,400421
qwen3vl-30b,ai2thor03005,FloorPlan12,The kitchen is ready. Please fill a cup with water and turn off the light.,0,0,failed_model,Reached maximum step limit (26 steps),26,291545
qwen3vl-30b,ai2thor03006,FloorPlan12,"I'm full. Now I need to put the bread in the refrigerator, and remember to close the refrigerator door.",0,0,failed_model,Reached maximum step limit (30 steps),30,368517
qwen3vl-30b,ai2thor00000,FloorPlan17,I found the lettuce was rotten; please help me throw it in the trash.,0,0,failed_model,Reached maximum step limit (26 steps),26,282503
qwen3vl-30b,ai2thor03007,FloorPlan12,I'm about to start cooking. Please slice all the vegetables in front of you.,0,0,failed_model,Model claimed DONE but success conditions not met,3,11818
qwen3vl-30b,ai2thor03010,FloorPlan13,I'm hungry. Please put the bread in the microwave and turn it on.,0,0,failed_model,Reached maximum step limit (30 steps),30,390771
qwen3vl-30b,ai2thor03008,FloorPlan12,I'm about to cook. Please put the egg in the pot.,0,0,failed_model,Model claimed DONE but success conditions not met,3,11743
qwen3vl-30b,ai2thor03009,FloorPlan12,I'm going to clean the kitchen now. Please clean the dirty mug and cup in front of you and put them in the refrigerator. Remember to close the refrigerator door.,0,0,failed_model,Reached maximum step limit (50 steps),50,805712
qwen3vl-30b,ai2thor03004,FloorPlan11,"I need to clean the kitchen. After cleaning the dirty pot, I need to pick it up.",1,1,success,,3,11849
qwen3vl-30b,ai2thor03011,FloorPlan13,"I'm very hungry now, please slice the bread and pick it up.",1,1,success,,3,11747
qwen3vl-30b,ai2thor03015,FloorPlan14,I want to eat. Please turn off the microwave and take the egg out and put it in a bowl.,0,0,failed_model,Model claimed DONE but success conditions not met,8,44055
qwen3vl-30b,ai2thor03012,FloorPlan13,"I'm very hungry now. Please put the egg on my right into the pan, crack it, and cook it.",0,0,failed_model,Reached maximum step limit (30 steps),30,378769
qwen3vl-30b,ai2thor03014,FloorPlan13,"I want to cook, please chop all the vegetables in front of me.",0,0,failed_model,Reached maximum step limit (26 steps),26,314646
qwen3vl-30b,ai2thor03017,FloorPlan14,I'm going to start cooking now. Please put the spatula in the pot.,0,0,failed_model,Reached maximum step limit (18 steps),18,155174
qwen3vl-30b,ai2thor03021,FloorPlan15,"I'm going to start cooking now, please take all the vegetables out of the refrigerator and put them on the counter.",0,0,failed_model,Model claimed DONE but success conditions not met,7,35984
qwen3vl-30b,ai2thor03016,FloorPlan14,I want to eat something. Please put the egg in the microwave and turn it on.,0,0,failed_model,Reached maximum step limit (32 steps),32,407096
qwen3vl-30b,ai2thor03018,FloorPlan14,I'm going to wash the pot now. Please take everything out of the pot and wash it.,0,0,failed_model,Reached maximum step limit (20 steps),20,183615
qwen3vl-30b,ai2thor03023,FloorPlan15,I want to tidy up the kitchen. Please put the mug on the countertop and then turn off the coffee machine.,0,1,failed_model,Model claimed DONE but success conditions not met,2,7288
qwen3vl-30b,ai2thor03019,FloorPlan14,I'm about to start cooking. Please slice the tomato and put one slice into the pot.,0,0,failed_model,Reached maximum step limit (22 steps),22,225588
qwen3vl-30b,ai2thor03022,FloorPlan15,I'd like to drink coffee. Please put the mug in the coffee machine and turn it on.,0,0,failed_model,Reached maximum step limit (16 steps),16,132733
qwen3vl-30b,ai2thor03027,FloorPlan20,I'd like some soup. Please bring me the spoon to the table.,0,0,failed_model,Model claimed DONE but success conditions not met,18,154407
qwen3vl-30b,ai2thor03026,FloorPlan20,I think this dish is a bit too bland. Please bring the salt shaker to the table.,0,0,failed_model,Reached maximum step limit (24 steps),24,264291
qwen3vl-30b,ai2thor03024,FloorPlan15,"I want to eat bread. Please slice the bread, put one slice into the toaster, and turn on the toaster.",0,0,failed_model,Reached maximum step limit (30 steps),30,377789
qwen3vl-30b,ai2thor03025,FloorPlan20,I need to tidy up the counter now. Please put the soap bottle in front of me on the shelf next to the window.,0,0,failed_model,Reached maximum step limit (30 steps),30,383604
qwen3vl-30b,ai2thor03030,FloorPlan21,"I'm leaving the kitchen, please turn off all the lights.",0,0,failed_model,Model claimed DONE but success conditions not met,17,141990
qwen3vl-30b,ai2thor03028,FloorPlan20,I'm hungry. Please take the egg out of the refrigerator and put it in a bowl.,0,0,failed_model,Reached maximum step limit (34 steps),34,434058
qwen3vl-30b,ai2thor03031,FloorPlan21,This tomato is rotten. Please throw it in the trash can.,0,0,failed_model,Reached maximum step limit (24 steps),24,245259
qwen3vl-30b,ai2thor03032,FloorPlan21,I'm about to start cooking. Please slice the tomato on the left and put one slice into the pot.,0,0,failed_model,Reached maximum step limit (26 steps),26,290140
qwen3vl-30b,ai2thor03034,FloorPlan21,I've cooked the potato. Please remove it from the microwave and place it on a plate. Remember to turn off the microwave.,0,0,failed_model,Reached maximum step limit (24 steps),24,257724
qwen3vl-30b,ai2thor03029,FloorPlan20,I'm full. Please put the potato on a plate and then put it in the refrigerator.And remember to close the refrigerator door after putting the plate inside.,0,0,failed_model,Reached maximum step limit (46 steps),46,720335
qwen3vl-30b,ai2thor03035,FloorPlan22,I'm going to start cooking now. Please wash the pan and then put the spatula into it.,0,0,failed_model,Reached maximum step limit (20 steps),20,188370
qwen3vl-30b,ai2thor03037,FloorPlan22,"The microwave is empty, but it's still on. Turn it off, and then open the microwave door.",0,0,failed_model,Model claimed DONE but success conditions not met,3,11803
qwen3vl-30b,ai2thor03020,FloorPlan15,"I'm getting ready to tidy up the kitchen. I'm thinking of putting the potato, tomato, and lettuce in the fridge. Remember to close the fridge door.",0,0,failed_model,Reached maximum step limit (94 steps),94,1767564
qwen3vl-30b,ai2thor03033,FloorPlan21,"I'm hungry. Please put the potato in the microwave ,close it and turn it on.",0,0,failed_model,Reached maximum step limit (40 steps),40,585973
qwen3vl-30b,ai2thor03036,FloorPlan22,"I want to slice the green in the refrigerator, then take one slice and put it in the pan, remembering to close the refrigerator door.",0,0,failed_model,Reached maximum step limit (30 steps),30,379130
qwen3vl-30b,ai2thor03041,FloorPlan23,"Please clean the pan and bowl for me, then turn off the light; I'm getting ready to leave.",0,0,failed_model,Model claimed DONE but success conditions not met,19,171275
qwen3vl-30b,ai2thor03044,FloorPlan23,I forgot to turn off the lights and close the refrigerator door when I left. Please close them.,0,0,failed_model,Model claimed DONE but success conditions not met,6,29669
qwen3vl-30b,ai2thor03042,FloorPlan23,I have washed the spoon and fork; please remove them from the sink and place them on the countertop.,0,0,failed_model,Reached maximum step limit (22 steps),22,228575
qwen3vl-30b,ai2thor03040,FloorPlan23,I'm going to the kitchen to get something to eat. Please turn on the kitchen light and then pick up the apple.,0,0,failed_model,Reached maximum step limit (34 steps),34,453207
qwen3vl-30b,ai2thor03043,FloorPlan23,The pencil on the table is broken; please throw it in the trash can.,0,0,failed_model,Reached maximum step limit (24 steps),24,250915
qwen3vl-30b,ai2thor03050,FloorPlan25,I've washed the apple and lettuce; please take them from the sink to the countertop.,1,0,success,,6,29151
qwen3vl-30b,ai2thor03038,FloorPlan22,"Please put the potato in the refrigerator, and then take the lettuce out of the refrigerator and put it on the counter.Remember to close the fridge.",0,0,failed_model,Reached maximum step limit (44 steps),44,680070
qwen3vl-30b,ai2thor03046,FloorPlan24,I'm going to make coffee. Please clean the mug and then put it in the coffee machine.,0,0,failed_model,Reached maximum step limit (22 steps),22,221398
qwen3vl-30b,ai2thor03045,FloorPlan24,"I need to wipe my mouth, please place the tissue roll on the table.",0,0,failed_model,Reached maximum step limit (28 steps),28,337317
qwen3vl-30b,ai2thor03049,FloorPlan24,This soap bottle is empty. Please throw it in the trash can.,0,0,failed_model,Reached maximum step limit (26 steps),26,299271
qwen3vl-30b,ai2thor03047,FloorPlan24,I want to eat a potato. Please put the potato in the pot and cook it.,0,0,failed_model,Reached maximum step limit (32 steps),32,412756
qwen3vl-30b,ai2thor03057,FloorPlan26,I don't want to eat the apple anymore. Please put it in the refrigerator and close the refrigerator door.,0,0,failed_model,Model claimed DONE but success conditions not met,8,44156
qwen3vl-30b,ai2thor03051,FloorPlan25,"Please slice the tomato in the refrigerator, put one slice in the pot, and remember to close the refrigerator door.",0,0,failed_model,Reached maximum step limit (40 steps),40,553117
qwen3vl-30b,ai2thor03052,FloorPlan25,"I'm hungry. Please slice the potato, put a slice in the pan, and cook it.",0,0,failed_model,Reached maximum step limit (30 steps),30,387694
qwen3vl-30b,ai2thor03054,FloorPlan25,I'm outside the kitchen. Please bring the bread outside and turn off the kitchen lights.,0,0,failed_model,Reached maximum step limit (32 steps),32,422559
qwen3vl-30b,ai2thor03053,FloorPlan25,I'm about to cook. Please put the potato and egg in the pan and remember to close the refrigerator door.,0,0,failed_model,Reached maximum step limit (36 steps),36,480931
qwen3vl-30b,ai2thor03056,FloorPlan26,I'm going to clean the kitchen now. Please take a soap bottle and wash the dirty things in front of you.,0,0,failed_model,Reached maximum step limit (30 steps),30,371030
qwen3vl-30b,ai2thor03061,FloorPlan27,I've washed this tomato. Please put it in the refrigerator and remember to close the door.,0,0,failed_model,Model claimed DONE but success conditions not met,21,198922
qwen3vl-30b,ai2thor03063,FloorPlan27,"I need to make the soup first. Please put the ladle into the pot, and then add water.",0,0,failed_model,Reached maximum step limit (20 steps),20,188466
qwen3vl-30b,ai2thor03058,FloorPlan26,"I'm about to start cooking, please put the spatula into the pan.",0,0,failed_model,Reached maximum step limit (34 steps),34,467182
qwen3vl-30b,ai2thor03059,FloorPlan26,I want to eat this potato. Please put the potato in the pan and cook it until it's done.,0,0,failed_model,Reached maximum step limit (30 steps),30,390053
qwen3vl-30b,ai2thor03060,FloorPlan27,This egg is rotten; please throw it in the trash can.,0,0,failed_model,Reached maximum step limit (32 steps),32,425082
qwen3vl-30b,ai2thor03064,FloorPlan27,I forgot to turn off the coffee machine and the kitchen light. Go turn them off.,0,0,failed_model,Reached maximum step limit (24 steps),24,266005
qwen3vl-30b,ai2thor03065,FloorPlan28,I'd like some coffee. Please put a clean mug into the coffee machine and turn it on so the mug is filled with coffee.,0,0,failed_model,Reached maximum step limit (20 steps),20,192595
qwen3vl-30b,ai2thor03069,FloorPlan28,I accidentally threw the lettuce in the trash can. Please take it out and put it on the table.,0,0,failed_model,Reached maximum step limit (16 steps),16,129459
qwen3vl-30b,ai2thor03066,FloorPlan28,I put the dirty pot in the sink. Please wash it and then put it on the dining table.,0,0,failed_model,Reached maximum step limit (26 steps),26,293302
qwen3vl-30b,ai2thor03070,FloorPlan29,I've just entered the kitchen. Please turn on the kitchen light and put the potato I'm holding into the refrigerator. Remember to close the refrigerator door afterwards.,0,0,failed_model,Model claimed DONE but success conditions not met,11,72914
qwen3vl-30b,ai2thor03072,FloorPlan29,I accidentally burned the bread slice in the toaster. Please help me put the bread slice from the toaster into the trash can.,0,0,failed_model,Model determined task cannot be completed or refused to continue,3,12044
qwen3vl-30b,ai2thor03067,FloorPlan28,This potato has been in the refrigerator for a long time. Please take it out and throw it in the trash. Remember to close the refrigerator door.,0,0,failed_model,Reached maximum step limit (40 steps),40,584513
qwen3vl-30b,ai2thor03068,FloorPlan28,"I don't want to eat lettuce, I want to eat potato. Please put the lettuce in the refrigerator and take the potato out of the refrigerator and onto the counter.",0,0,failed_model,Reached maximum step limit (40 steps),40,599794
qwen3vl-30b,ai2thor03071,FloorPlan29,"I want to eat toast. Please slice the bread, put one slice on the toaster, and cook it.",0,0,failed_model,Reached maximum step limit (28 steps),28,341572
qwen3vl-30b,ai2thor03076,FloorPlan30,I've washed all the dishes in the sink; please take them out and put them on the counter.,0,0,failed_model,Model claimed DONE but success conditions not met,15,117165
qwen3vl-30b,ai2thor04000,FloorPlan302,I want to look up information on my phone. Please pick up the cell phone from the desk in the room.,0,0,failed_model,Model claimed DONE but success conditions not met,2,7235
qwen3vl-30b,ai2thor03075,FloorPlan30,Please help me throw the apple into the trash can and turn on my phone.,0,0,failed_model,Reached maximum step limit (32 steps),32,426889
qwen3vl-30b,ai2thor03077,FloorPlan30,I'd like some water. Please wash the cup in front of me and then use a mug to pour a cup of water.,0,0,failed_model,Reached maximum step limit (20 steps),20,190829
qwen3vl-30b,ai2thor03074,FloorPlan29,"I want to eat an egg, not bread. Please put the bread in the refrigerator and take the egg.",0,0,failed_model,Reached maximum step limit (40 steps),40,603455
qwen3vl-30b,ai2thor03073,FloorPlan29,I want to eat potatoes. Please put this potato on a plate and then put the plate in the microwave.,0,0,failed_model,Reached maximum step limit (50 steps),50,802503
qwen3vl-30b,ai2thor04001,FloorPlan301,I'm about to wash my pillow. Please help me pick up the pillow from the bed.,0,0,failed_model,Reached maximum step limit (18 steps),18,166086
qwen3vl-30b,ai2thor04006,FloorPlan303,Please move the pencil from the desk on the right to the side table by the window.,0,0,failed_model,Model claimed DONE but success conditions not met,8,44757
qwen3vl-30b,ai2thor04009,FloorPlan303,I'd like to read a book. Please open the book on the table to the left and place it on the bed.,0,0,failed_model,Model claimed DONE but success conditions not met,5,23179
qwen3vl-30b,ai2thor03078,FloorPlan30,"Please fill the bottle with water, then turn off the kitchen light. I'm leaving.",0,0,failed_model,Reached maximum step limit (36 steps),36,522793
qwen3vl-30b,ai2thor04004,FloorPlan303,Please move the book from the side table next to the window to the desk next to the bed on the right.,0,0,failed_model,Reached maximum step limit (40 steps),40,586556
qwen3vl-30b,ai2thor04008,FloorPlan303,Please help me move the mug from the right side desk to side table by the window.,0,0,failed_model,Reached maximum step limit (28 steps),28,331377
qwen3vl-30b,ai2thor04005,FloorPlan303,Please transfer the cellphone from the side table next to the window to the desk by the bed on the right.,0,0,failed_model,Reached maximum step limit (40 steps),40,595188
qwen3vl-30b,ai2thor04040,FloorPlan324,"I'm going to sleep now. Please close the books, and then tidy up the bed.",0,0,failed_model,Model claimed DONE but success conditions not met,2,7306
qwen3vl-30b,ai2thor04039,FloorPlan323,I'm sleepy. Please wash the bowl in front of me and then fill it with a cup of coffee.,0,0,failed_model,Reached maximum step limit (14 steps),14,102993
qwen3vl-30b,ai2thor04035,FloorPlan323,Please put my keychain in the safe.,0,0,failed_model,Reached maximum step limit (36 steps),36,534523
qwen3vl-30b,ai2thor04037,FloorPlan323,I'm going to study now. Please take a pen to the desk on the right and open the book.,0,0,failed_model,Reached maximum step limit (32 steps),32,427789
qwen3vl-30b,ai2thor04044,FloorPlan324,"I'm going home now, please turn on all the lights in the room.",0,0,failed_model,Model claimed DONE but success conditions not met,7,37046
qwen3vl-30b,ai2thor04036,FloorPlan323,I'm getting ready for bed. Please put the teddy bear and laptop on the sofa and clean the bed.,0,0,failed_model,Reached maximum step limit (42 steps),42,653652
qwen3vl-30b,ai2thor04047,FloorPlan210,Please turn on the TV.,0,0,failed_model,Model claimed DONE but success conditions not met,2,7182
qwen3vl-30b,ai2thor04042,FloorPlan324,I'm getting ready to leave. Please hold my keychain and turn off all the lights.,0,0,failed_model,Reached maximum step limit (38 steps),38,560257
qwen3vl-30b,ai2thor04038,FloorPlan323,I'm going on a long trip. Please turn off my phone and put it in the safe. Remember to close the safe door.,0,0,failed_model,Reached maximum step limit (44 steps),44,695905
qwen3vl-30b,ai2thor04043,FloorPlan324,"I'd like to use my phone in bed for a while. Please turn it on and place it on the bed, and also clean the bed.",0,0,failed_model,Reached maximum step limit (36 steps),36,503476
qwen3vl-30b,ai2thor04050,FloorPlan211,I don't like the vase and statue on your left. Please smash them both.,0,0,failed_model,Model determined task cannot be completed or refused to continue,6,30643
qwen3vl-30b,ai2thor04045,FloorPlan210,I'm about to put my watch on; please place it on the chair.,0,0,failed_model,Reached maximum step limit (44 steps),44,644807
qwen3vl-30b,ai2thor04046,FloorPlan210,I want to work on my laptop while watching TV. Please enable both.,0,0,failed_model,Reached maximum step limit (38 steps),38,552955
qwen3vl-30b,ai2thor04048,FloorPlan210,Please place the watering can on the dressing table next to it and fill it with water.,0,0,failed_model,Reached maximum step limit (36 steps),36,508306
qwen3vl-30b,ai2thor04051,FloorPlan211,I'm going to eat at the dining table now. Please close my laptop and place it on the coffee table.,0,0,failed_model,Reached maximum step limit (32 steps),32,451329
qwen3vl-30b,ai2thor04049,FloorPlan210,"I don't want to watch TV anymore, please put the remote control in the box.",0,0,failed_model,Reached maximum step limit (44 steps),44,655870
qwen3vl-30b,ai2thor04052,FloorPlan211,I need to get a new phone. Please break the phone in front of you and put it in the box on the right.,0,0,failed_model,Reached maximum step limit (36 steps),36,507444
qwen3vl-30b,ai2thor04055,FloorPlan212,This tissue box is broken; please throw it in the trash can.,0,0,failed_model,Reached maximum step limit (32 steps),32,416016
qwen3vl-30b,ai2thor04059,FloorPlan212,"I want to organize some things, please put the tissue box in the room or in the box.",0,0,failed_model,Model claimed DONE but success conditions not met,1,3352
